"root"	"root_in_comps"	"root_has_verb"	"root_group"	"root_sign"	"root_meaning"	"sanskrit_root"	"sanskrit_root_meaning"	"sanskrit_root_class"	"root_example"	"dhatupatha_num"	"dhatupatha_root"	"dhatupatha_pali"	"dhatupatha_english"	"dhatumanjusa_num"	"dhatumanjusa_root"	"dhatumanjusa_pali"	"dhatumanjusa_english"	"dhatumala_root"	"dhatumala_pali"	"dhatumala_english"	"panini_root"	"panini_sanskrit"	"panini_english"	"note"	"matrix_test"
"√sup"	"ssup"	"･"	"1"	"a"	"lie down, sleep"	"√svap"	"sleep"	"1, 2"	"supati, supina, sutta"	"481"	"supa"	"saye"	"sleeping"	"543"	"supa"	"saya"	"sleeping, lying down"	"supa"	"sayane"	"sleeping"	"ñi ṣvap a"	"śaye"	"sleeping, lying, resting"	""	"√"
"√subh"	""	"･"	"1"	"*a"	"shine, adorn"	"√śubh"	"beautify"	"1, 6"	"sobhati, sobhana, asubha"	"207"	"subha"	"sobhane"	"shining"	"299"	"subha"	"sobhane"	"shining"	"subha"	"dittiyaṃ"	"shining"	"śubh a"	"dīptau"	"shining"	""	"√"
"√sumbh"	""	"･"	"1"	"a"	"throw, strike"	"√śumbh"	"kill"	"1"	"upasumbhati"	"-"	"-"	"-"	"-"	"306"	"sumbha"	"saṃsumbhane"	"beating"	"sumbha"	"pahāre"	"striking, hitting"	"śumbh a"	"bhāṣaṇe, bhāsane ity eke, hiṃsāyām ity anye"	"shining and hurting"	""	"√"
"√sur"	""	"･"	"1"	"a"	"shine, be supreme"	"√sur"	"possess power"	"6"	"sūra, asura"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"sura"	"issariya-dittīsu"	"supremacy and shining"	"ṣur a"	"aiśvarya-dīptyoḥ"	"supremacy and shining"	""	"√"
"√sus"	""	"･"	"3"	"ya"	"dry, wither"	"√śuṣ"	"dry"	"4"	"sukkha"	"457"	"susa"	"sosane"	"drying, withering"	"694"	"susa"	"sose"	"drying, consuming"	"susa"	"sosane"	"making dry"	"śuṣ a"	"śosaṇe"	"drying"	""	"√"
"√sūc"	""	"･"	"8"	"e, aya"	"indicate"	"√sūc"	"point out"	"10"	"sūcayati"	"-"	"-"	"-"	"-"	"763"	"suca"	"pesuññe"	"slander"	"sūca"	"pesuññe"	"slandering, backbiting (pisuṇabhāva)"	"sūca"	"paiśunye"	"slandering"	""	"√"
"√sūd"	""	"×"	"1"	"a"	"set in order"	"√sūd"	"put in order"	"1"	"sūdanī"	"151"	"sūda / suda"	"kharaṇe / gharaṇe"	"flowing, trickling"	"219"	"sūda"	"kharaṇe"	"flowing, trickling"	"sūda"	"paggharaṇe"	"trickling, oozing, dripping"	"ṣūd a"	"kṣaraṇe"	"flowing, trickling"	"The neanings found in the classical root lists seems to have little bearing on the forms found in Pāḷi texts."	"√"
"√sev"	""	"･"	"1"	"a"	"serve, associate"	"√sev"	"attend upon"	"1"	"sevanā"	"285"	"seva"	"sevane"	"associating"	"420"	"sevu"	"sevane"	"associating"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√snih"	""	"･"	"3"	"ya"	"love, be moist"	"√ṣṇih √snih"	"be sticky"	"4"	"sneha"	"464"	"sniha"	"pīṇane"	"delighting"	"706"	"sniha"	"pītiyaṃ"	"being delighted"	"siniha"	"pītiyaṃ"	"joy"	"ṣṇih a"	"prītau"	"being delighted"	"= √sinih"	"√"
"√vagg"	""	"×"	"1"	"a"	"dance, jump"	"√valg"	"spring"	"1"	"vaggu?"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vagga"	"gatiyaṃ"	"going"	"valg a"	"gatyarthaḥ"	"going"	""	"√"
"√vac"	""	"･"	"1"	"a"	"say, speak"	"√vac"	"speak"	"2, 3"	"pavuccati, avoca, vāca, avacanīya"	"36"	"vaca"	"vyattavacane"	"speaking articulately"	"42"	"vaca"	"vyattavace"	"speaking clearly"	"vaca"	"viyattiyaṃ vācāyaṃ"	"articulate speech"	"vac a"	"paribhāṣaṇe"	"speaking"	""	"√"
"√vaj"	"vaj or vvaj"	"･"	"1"	"a"	"go on"	"√vraj √vaj"	"proceed"	"1"	"pabbajati, pabbajā, pabbajita"	"59"	"vaja"	"gamane"	"going"	"71"	"vaja"	"gamane"	"going on"	"vaja"	"gatiyaṃ"	"going"	"vaj a
vraj a"	"gatau
gatau"	"going
going"	""	"√"
"√vajj"	""	"･"	"8"	"e, aya"	"turn, avoid"	"√vṛj"	"twist"	"7"	"vajjeti, vajja, parivajjati"	"547"	"vajja"	"vajjane"	"avoiding"	"771"	"vajja"	"vajjane"	"avoiding"	"vajja"	"vajjane"	"avoiding"	"vṛj ī"	"varjane"	"avoiding"	""	"√"
"√vañc 1"	""	"･"	"8"	"e, aya"	"be bent, deceive"	"√vañc"	"move crookedly"	"1"	"vañceti, vañcana"	"543"	"vañca"	"palambhane"	"deceiving, disappointing"	"758"	"vañca"	"palambhane"	"deceiving, cheating"	"vañcu"	"palambhane"	"deceiving, cheating"	"vanc u"	"pralambhane"	"deceiving"	""	"√"
"√vañc 2"	""	"×"	"1"	"a"	"go around"	"√vañc"	"move crookedly"	"1"	"vañcati, avañcana"	"46"	"vañca"	"gamane"	"going"	"49"	"vañca"	"gamane"	"going"	"vañcu"	"gatiyaṃ"	"going"	"vañc u"	"gatyarthaḥ"	"going"	""	"√"
"√vaṭ"	""	"×"	"8"	"e, aya"	"divide"	"√vaṭ"	"divide"	"10"	"vaṭa"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vaṭa"	"vibhajane"	"dividing, separating"	"vaṭa
vaṭ I"	"vibhājane
ity Eke"	"dividing"	""	"√"
"√vaṭṭ"	""	"･"	"1"	"a"	"turn"	"√vṛt"	"turn"	"1"	"vaṭṭati, vivaṭṭa, anāvattī"	"89"	"vaṭṭa"	"vaṭṭane"	"turning"	"107"	"vaṭṭa"	"āvattane"	"turning, returning"	"-"	"-"	"-"	"vṛt u"	"vartane"	"being, existing (turning)"	""	"√"
"√vaḍḍh"	""	"･"	"1"	"a"	"grow, increase"	"√vṛdh"	"grow"	"1"	"pavaḍḍhati, saṃvaḍḍha"	"109"	"vaḍḍha"	"vaḍḍhane"	"increasing, growing"	"160"	"vaḍḍha"	"saṃvaḍḍhane"	"growing up"	"vaḍḍha"	"vaḍḍhane"	"growing, increasing"	"vṛdh u"	"vṛddhau"	"increasing"	"= √vaddh"	"√"
"√vaṇ"	"vvaṇ"	"×"	"8"	"e, aya"	"injure, wound"	"√vraṇ"	"wound"	"10"	"vaṇa"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vaṇa"	"gattavicuṇṇane"	"injuring the body"	"vraṇa"	"gātravicūrṇane"	"smashing the body"	""	"√"
"√vaṇṇ"	""	"･"	"8"	"e, aya"	"praise"	"√varṇ"	"praise, extol"	"10"	"saṃvaṇṇeti, vaṇṇita, vaṇṇa"	"572"	"vaṇṇa"	"vaṇṇane"	"explaining, praising"	"803"	"vaṇṇa"	"saṃvaṇṇane"	"praising"	"vaṇṇa"	"vaṇṇa-kriyā-vitthāra-guṇa-vacanesu"	"praising quality of morality"	"varṇ a"	"varṇa-kriyā-vistāraguṇa-vacaneṣu"	"praise-doing-spreading-quality-speaking"	""	"√"
"√vat"	"vvat"	"×"	"1"	"a"	"be, proceed"	"√vṛt"	"turn"	"1"	"vata"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vatu"	"vattane"	"being, existing"	"vṛt u"	"vartane"	"being, existing (turning)"	""	"√"
"√vatt"	""	"･"	"1"	"a"	"be, proceed"	"√vṛt"	"turn"	"1"	"saṃvattati, samativattati, pavattati, abhinibbatti, nibbattetvā, upavattana, vatta"	"119"	"vatta"	"vattane"	"proceeding, continuing"	"528"	"vatta"	"vattane"	"moving on, existing"	"vatu"	"vattane"	"existing"	"vṛt u"	"vartane"	"being, existing (turning)"	""	"√"
"√vad 1"	""	"･"	"1"	"a"	"say, speak"	"√vad"	"speak"	"1"	"vādaka, vattu, vākkaraṇa, upavādaka, vādayati"	"134"	"vada"	"vacane"	"speaking"	"194"	"vada"	"vyattavace"	"speaking clearly"	"vada"	"viyattiyaṃ vācāyaṃ"	"articulate speech"	"vad a"	"saṃdesavacane"	"telling, relating"	""	"√"
"√vad 2"	""	"･"	"8"	"e, aya"	"salute, praise"	"√vad"	"speak"	"1"	"abhivādeti, visaṃvādana"	"-"	"-"	"-"	"-"	"822"	"vadī"	"abhivāda thomesu"	"bowing and praising"	"vadī"	"abhivādana-thutīsu"	"saluting and praising"	"vad i"	"abhivādane"	"respectful saluting"	""	"√"
"√vaddh"	""	"･"	"1"	"a"	"grow, increase"	"√vṛdh"	"grow"	"1"	"vuddhi"	"166"	"vaddha"	"vuddhiyaṃ"	"increasing"	"-"	"-"	"-"	"-"	"vaddha"	"vaddhane"	"growing, increasing"	"vṛdh u"	"vṛddhau"	"increasing"	"= √vaḍḍh"	"√"
"√vadh"	""	"･"	"8"	"e, aya"	"hurt, slaughter"	"√vadh"	"slay"	"1, 5"	"attharaṇa"	"169"	"vadha 1"	"hiṃsāyaṃ"	"injuring, killing"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√van"	""	"･"	"7"	"o"	"like, desire"	"√van"	"win"	"1, 6, 8"	"vanatha"	"523"	"vana"	"yācane"	"begging, asking"	"736"	"vana"	"yācāyaṃ"	"begging"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√vand"	""	"･"	"1"	"a"	"bow, honour"	"√vad √vand"	"greet"	"1"	"vandati, vandana"	"588"	"vanda"	"abhivādana-tthutisu"	"bowing and praising"	"193"	"vanda"	"abhivāda-thomsesu"	"saluting and praising"	"vanda"	"abhivādana-thutīsu"	"saluting and praising"	"vad i"	"abhivādana-stutyoḥ"	"salutation and praise"	""	"√"
"√vap"	""	"･"	"1"	"a"	"sow, shave"	"√vap"	"strew"	"1"	"vapati, uddāpa"	"192"	"vapa"	"bījanikkhepe"	"planting seeds"	"276"	"vapa"	"bījavinikkhepe"	"planting seeds"	"vapa"	"bīja-nikkhepe"	"planting seeds"	"ḍu vap a"	"bījasaṃtāne chedane ’pi"	"continuity of seeds and cutting"	""	"√"
"√vam"	""	"･"	"1"	"a"	"eject, vomit"	"√vam"	"vomit"	"1, 2"	"vamati, vamathu"	"221"	"vama"	"uggirane"	"throwing up, vomiting"	"315"	"vamu"	"uggiraṇādisu"	"throwing up, vomiting etc"	"vamu"	"uggiraṇe"	"vomiting, ejecting"	"ṭu vam a"	"udgiraṇe"	"vomiting"	""	"√"
"√vambh"	""	"･"	"8"	"e, aya"	"despise"	"vi√ḍamb"	"mock"	"10"	"vambheti"	"602"	"vambha"	"garahāyaṃ"	"blaming, scolding"	"841"	"vabhī"	"garahāyaṃ"	"blaming, scolding"	"vambha"	"viddhaṃsane"	"demolishing, destroying"	"-"	"-"	"-"	""	"√"
"√var 1"	""	"･"	"1"	"a"	"cover, dress, restrain"	"√vṛ"	"cover"	"1, 5, 9"	"saṃvarati, vivarati, avāpurīyati, saṃvara, vaṇṇa"	"255"	"vara"	"varaṇa-sambhattisu"	"covering and joining"	"363"	"vara"	"saṃvaraṇādisu"	"covering, obstruction"	"vara"	"varaṇe"	"covering, restraining"	"vṛ"	"saṃvaraṇe"	"covering"	""	"√"
"√var 2"	""	"･"	"8"	"e, aya"	"wish, choose"	"√vṛ"	"choose"	"5, 9"	"pavāreti, pavāraṇā, varaṃ"	"606"	"vara"	"āvaraṇ’-<b>icchāsu</b>"	"obstructing and <b>wishing</b>"	"849"	"vara"	"āvaraṇa <b>icchāsu</b> <b>yācāyaṃ</b>"	"obstructing, <b>wishing</b> and <b>begging</b>"	"vara"	"icchāyaṃ"	"wishing"	"var a"	"īpsāyāṃ"	"wishing"	""	"√"
"√val"	""	"×"	"1"	"a"	"turn"	"√val √vall"	"turn"	"1"	"vallī"	"274"	"vala"	"saṃvaraṇe"	"covering, obstructing"	"393"	"valla"	"nivāraṇe"	"preventing"	"vala"	"calane saṃvaraṇe ca"	"trembling and <b>restraining</b>, protecting"	"val a"	"saṃvaraṇe saṃcalaṇe ca"	"covering and quivering"	"artificial root, denominative of <b>vali</b>"	"√"
"√vall"	""	"×"	"1"	"a"	"turn"	"√val √vall"	"turn"	"1"	"vallī"	"275"	"valla"	"saṃvaraṇe"	"covering, obstructing"	"393"	"valla"	"nivāraṇe"	"preventing"	"valla"	"calane <b>saṃvaraṇe</b> ca"	"trembling and <b>restraining</b>, protecting"	"vall a"	"saṃvaraṇe saṃcalaṇe ca"	"covering and quivering"	"artificial root, denominative of <b>valli</b>"	"√"
"√vas 1"	""	"･"	"1"	"a"	"live"	"√vas"	"dwell"	"1"	"vasati, ajjhāvasati, nivāsa, vāsī, vatthu 2"	"-"	"-"	"-"	"-"	"470"	"vasa"	"kanti-<b>nivāsesu</b>"	"desiring and <b>living</b>"	"vasa"	"nivāse"	"living in"	"vas a"	"nivāse"	"living"	""	"√"
"√vas 2"	""	"･"	"8"	"e, aya"	"wear, dress"	"√vas"	"clothe"	"2, 6"	"nivāseti, vattha, nivāsana"	"628"	"vasa"	"acchādane"	"covering, clothing"	"871"	"vasa"	"acchādanādisu"	"covering, clothing, etc"	"vasa"	"acchādane"	"clothing"	"-"	"-"	"-"	""	"√"
"√vas 3"	""	"×"	"1"	"a"	"want, control"	"√vaś"	"will"	"1, 2, 3"	"vasa, avassaṃ"	"-"	"-"	"-"	"-"	"470"	"vasa"	"<b>kanti</b>-nivāsesu"	"<b>desiring</b> and living"	"vasa"	"kanityaṃ"	"wishing"	"vaś a"	"kāntau"	"desiring"	""	"√"
"√vas 4"	""	"×"	"1"	"a"	"shine, lubricate"	"√vas"	"shine"	"6"	"vasā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vasa"	"sinehane"	"oiling"	"varṣ a"	"snehane"	"lubricating"	""	"√"
"√vass 1"	""	"･"	"1"	"a"	"rain"	"√vṛṣ"	"rain"	"1, 6"	"vassati, vassāna, vuṭṭha"	"-"	"-"	"-"	"-"	"471"	"vassa"	"<b>secana</b>-saddane"	"pouring and <b>making</b> <b>sound</b>"	"vassa"	"secane"	"pouring, sprinkling"	"vṛṣ u"	"secane"	"sprinkling, pouring"	""	"√"
"√vass 2"	""	"･"	"1"	"a"	"howl, roar, bark"	"√vāś"	"bellow"	"1, 4"	"vassati, vassamāna"	"-"	"-"	"-"	"-"	"471"	"vassa 1"	"secana-saddane"	"pouring and making sound"	"vasa 3"	"sadde"	"making sound"	"vāś ṛ"	"śabde"	"making sound"	""	"√"
"√vah"	""	"･"	"1"	"a"	"carry, bring"	"√vah"	"carry"	"1"	"vahati, vuyhati, vārivaho"	"333"	"vaha"	"pāpuṇane"	"reaching, attaining"	"498"	"vaha"	"pāpuṇane"	"reaching, attaining"	"vaha"	"pāpuṇe"	"arriving at"	"vah a"	"prāpaṇe"	"leading to"	"related to English 'wagon'?"	"√"
"√vaḷañj"	""	"･"	"1"	"a"	"use"	"-"	"-"	"-"	"vaḷañjanaka"	"-"	"-"	"-"	"-"	"522"	"valañja"	"valañjane"	"using"	"vaḷaji"	"paribhoge"	"enjoying"	"-"	"-"	"-"	""	"√"
"√vā"	""	"･"	"1"	"a"	"blow, emit odour"	"√vā"	"blow"	"2"	"pavāti, vāya, vāta, paṭivāpetvā, nibbāna"	"372"	"vā"	"gamane"	"going"	"599"	"vā"	"gati-gandhanesu"	"going and emitting odour"	"vā"	"gati-<b>gandhanesu</b>"	"going and<b> spreading odour</b>"	"vā"	"gati-gandhanayoḥ"	"going and spreading odour"	""	"√"
"√vās"	""	"･"	"8"	"e, aya"	"perfume"	"√vās"	"perfume"	"10"	"vāsita"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vāsi 1"	"alaṅkāre"	"decorating, ornamenting"	"vas i"	"alaṅkare"	"decorating"	""	"√"
"√vi"	""	"･"	"5"	"nā"	"weave"	"√ve"	"weave"	"1"	"vināti"	"281"	"vī"	"tantusantāne"	"weaving, sewing"	"424"	"vi"	"tantusantāne"	"weaving"	"vī"	"tantasantāne"	"weaving, sewing"	"-"	"-"	"-"	"related to English 'weave'"	"√"
"√vic"	""	"･"	"1"	"a"	"separate"	"√vic"	"sift"	"3, 7"	"vivitta, viveka, vivicca"	"-"	"-"	"-"	"-"	"47"	"vica"	"vicecane"	"seperating"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√vij"	""	"･"	"3"	"ya"	"shake, be afraid, be in awe"	"√vij"	"tremble"	"1, 6"	"saṃvijjati, saṃvega"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vijī"	"<b>bhaya</b>-calanesu"	"<b>fearing</b> and moving"	"o vij ī"	"<b>bhaya</b>-calanayoḥ"	"<b>fearing</b> and moving"	""	"√"
"√vid 1"	""	"･"	"8"	"e, aya"	"know, sense, feel"	"√vid"	"know"	"1, 2, 6"	"vedeti, vedanā, paṭisaṃvedī"	"584"	"vida"	"ñāṇe"	"knowing"	"817"	"vida"	"ñāṇe"	"knowing"	"vida"	"<b>cehanā</b>-ākhyāna-nivāsesu"	"<b>perceiving</b>, naming and living"	"vid a"	"<b>cetana</b>-ākhyāna- nivāseṣu"	"<b>perceiving</b>, telling and living"	"related to English 'wit', 'wisdom'?"	"√"
"√vid 2"	""	"･"	"1"	"a"	"know"	"√vid"	"know"	"1, 2, 6"	"vidū, pavedeti, pavedita"	"476"	"vida"	"ñāṇe"	"knowing"	"534"	"vida"	"jānane"	"knowing"	"vida"	"ñāṇe"	"knowing"	"vid a"	"jñāne"	"knowing"	"related to English 'wit', 'wisdom'?"	"√"
"√vid 3"	""	"･"	"2"	"ṃa"	"feel, like"	"√vid"	"find"	"2, 6"	"vindati, nibbidā, vitta"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vida"	"tuṭṭhiyaṃ"	"liking"	"-"	"-"	"-"	""	"√"
"√vid 4"	""	"･"	"2"	"ṃa"	"get, find"	"√vid"	"find"	"2, 6"	"vindati, vitta"	"383"	"vida"	"lābhe"	"gaining"	"617"	"vida"	"lābhe"	"getting, gaining"	"vida"	"lābhe"	"gaining"	"vid ḷ"	"lābhe"	"obtaining, getting"	"active of √vid 3 ya"	"√"
"√vid 5"	""	"･"	"3"	"ya"	"know, understand"	"√vid"	"know"	"1, 2, 6"	"anuvijjati, vijjā, tevijja"	"-"	"-"	"-"	"-"	"647"	"vida"	"sattā-<b>vicinante</b>"	"being and <b>distinguishing</b>"	"-"	"-"	"-"	"-"	"-"	"-"	"related to English 'wit', 'wisdom'?"	"√"
"√vid 6"	""	"･"	"3"	"ya"	"be found, exist"	"√vid"	"find"	"2, 6"	"vijjati, saṃvijjamāna"	"411"	"vida"	"sattāyaṃ"	"being"	"647"	"vida"	"<b>sattā</b>-vicinante"	"<b>being</b> and distinguishing"	"vida"	"sattāyaṃ"	"being"	"vid a"	"sattāyāṃ"	"being"	"passive of √vid 2 ṃa"	"√"
"√vidh"	""	"･"	"3"	"ya"	"throw, pierce"	"√vyadh"	"pierce"	"4"	"abhinibbijjhati, paṭivedha"	"171"	"vidha"	"vedhane"	"piercing"	"245"	"vidha"	"vedhane"	"piercing, penetrating"	"vidha"	"vijjhane"	"piercing"	"vyadh a"	"tāḍane"	"striking"	""	"√"
"√vis 1"	""	"･"	"1"	"a"	"enter"	"√viś"	"enter"	"6"	"pavisati, nibbisati, nivesana, anibbisanta, pavesetu, pavekkhati"	"492"	"visa"	"pavesane"	"entering"	"572"	"visa"	"<b>pavesa</b>-pharaṇe"	"<b>entering</b> and pervading"	"visa"	"pavesane"	"entering"	"viś a"	"praveśane"	"entering, penetrating"	""	"√"
"√vis 2"	""	"･"	"1"	"a"	"be active, serve"	"√viṣ"	"be active"	"1, 3"	"visa"	"-"	"-"	"-"	"-"	"572"	"visa"	"pavesa-<b>pharaṇe</b>"	"entering and <b>pervading</b>"	"visu"	"secane"	"sprinkling, pouring"	"viṣ u"	"secane"	"emitting"	""	"√"
"√vī"	""	"×"	"1"	"a"	"go"	"√vī"	"go"	"2"	"paṭivāpeti"	"371"	"vī"	"gamane"	"going"	"-"	"-"	"-"	"-"	"vī"	"pajana-kanti-asana-khādana-<b>gatīsu</b>"	"propagating, liking, eating, chewing and <b>going</b>"	"vī"	"<b>gati</b>-prajana-kāntyasana-khādaneṣu"	"<b>going</b>, generating, eating and chewing"	""	"√"
"√vīj"	""	"･"	"1"	"a"	"fan"	"√vīj"	"fan"	"1"	"bījiyamāna"	"80"	"vīja"	"vījane"	"fanning"	"96"	"vīja"	"vījane"	"fanning"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√vīr"	""	"×"	"8"	"e, aya"	"be heroic, be hostile"	"√vīr"	"be powerful"	"10"	"vīra, vīriya"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"vīra"	"vikkantiyaṃ"	"being bold, heroic"	"vīra"	"vikrāntau"	"being bold"	"artificial root, denominative of <b>vīra</b>"	"√"
"√vu"	""	"･"	"4"	"ṇu, ṇā"	"weave, cover"	"√ve √ūy"	"weave"	"1"	"āvuṇāti"	"516"	"vu"	"saṃvaraṇe"	"covering"	"714"	"vu"	"saṃvare"	"covering, obstructing"	"vu"	"saṃvaraṇe"	"restraining, protecting"	"vṛ ñ"	"saṃvaraṇe"	"covering, concealing"	"related to English 'weave'"	"√"
"√ve"	""	"･"	"1"	"a"	"weave"	"√ve"	"weave"	"1"	"vāyati, āveṇika"	"-"	"-"	"-"	"-"	"423"	"ve"	"tantusantāne"	"weaving"	"ve"	"tantasantāne"	"weaving, sewing"	"ve ñ"	"tantusaṃtāne"	"weaving threads"	"related to English 'weave'"	"√"
"√veṭh"	""	"･"	"8"	"e, aya"	"wind, twist"	"√veṣṭ"	"wrap"	"1"	"paliveṭheti"	"562"	"veṭha"	"veṭhane"	"wrapping, enveloping"	"792"	"veṭha"	"veṭhane"	"wrapping, winding"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√vedh"	""	"･"	"1"	"a"	"shake, fear"	"√vyath √vedh"	"waver"	"1"	"pavedhati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√vell"	""	"･"	"1"	"a"	"shake, sway"	"√vell"	"stagger"	"1"	"paveliyamāna"	"276"	"vela"	"calane"	"trembling, shaking"	"412"	"velu"	"sañcalanādisu"	"trembling, etc"	"velu"	"gatiyaṃ"	"going"	"vel ṛ"	"calane"	"shaking"	""	"√"
"√vyath"	""	"･"	"1"	"a"	"fear, shake"	"√vyath"	"waver"	"1"	"pavedhati"	"130"	"vyatha"	"dukkha-bhaya-calanesu"	"suffering, fearing and trembling"	"188"	"vyatha"	"bhīti-calesu"	"fear, trembling"	"byatha"	"dukkha-bhaya-calanesu"	"suffering, fearing and trembling"	"vyath a"	"bhaya-saṃcalanayoḥ"	"fearing and trembling"	""	"√"
"√vyadh"	""	"･"	"3"	"ya"	"strike, pierce"	"√vyadh"	"pierce"	"4"	"vyādha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"byadha"	"tāḷane"	"beating, striking"	"vyadh a"	"tāḍane"	"beating"	""	"√"
"√vhe"	""	"･"	"1"	"a"	"call, name"	"√hve √hū"	"call"	"1"	"avhayati, avhāna"	"329"	"vhe"	"avhāne"	"calling"	"427"	"hvo"	"avhāne"	"calling"	"vhe"	"<b>avhāyane</b> baddhāyaṃ sadde ca"	"<b>calling</b> binding and making sound"	"hve ñ"	"spardhāyāṃ śabde ca"	"being rivals and making sound"	""	"√"
"√had"	""	"･"	"1"	"a"	"excrete"	"√had"	"evacuate"	"1"	"hadati"	"-"	"-"	"-"	"-"	"535"	"hada"	"<b>uccāra ussagge</b> cintāyaṃ"	"<b>releasing excrement</b> and thought"	"hada"	"karīsossagge"	"releasing excrement"	"had a"	"purītṣotsarge"	"voiding the intestines"	""	"√"
"√han"	""	"･"	"1"	"a"	"strike, kill"	"√han"	"smite"	"1, 2"	"hanati, haññati, upahata"	"363"	"hana"	"hiṃsāyaṃ"	"injuring, killing"	"590"	"hana"	"hiṃsā-gatīsu"	"harming and going"	"hana"	"hiṃsāgatīsu"	"hurting and going"	"han a"	"hiṃsā-gatyaḥ"	"hurting and going"	""	"√"
"√har 1"	""	"･"	"1"	"a"	"carry"	"√hṛ"	"take"	"1"	"nīharati, āharati, uddharati, pāṭihāriya"	"-"	"-"	"-"	"-"	"350"	"hara"	"haraṇamhi"	"taking, taking away"	"hara"	"apanayane"	"carrying away"	"-"	"-"	"-"	""	"√"
"√har 2"	""	"･"	"1"	"a"	"take, seize"	"√hṛ"	"take"	"1"	"paharati, hara, uddhata"	"-"	"-"	"-"	"-"	"351"	"hara"	"haraṇamhi"	"taking, taking away"	"hara"	"ādāne"	"taking, seizing"	"-"	"-"	"-"	""	"√"
"√har 3"	""	"･"	"1"	"a"	"live"	"√hṛ"	"take"	"1"	"viharati, vihāra, pariharati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"hara"	"haraṇe"	"existing"	"hṛ ñ"	"haraṇe"	"carrying"	""	"√"
"√har 4"	""	"×"	"3"	"ya"	"be ashamed"	"√hrī"	"be ashamed"	"3"	"harāyati"	"438"	"hara"	"lajjāyaṃ"	"being shameful"	"677"	"hara"	"lajjane"	"being ashamed"	"hare"	"lajjāyaṃ"	"being ashamed"	"hrī"	"lajjāyāṃ"	"being ashamed"	"related to √hir"	"√"
"√has"	""	"･"	"1"	"a"	"elate, laugh"	"√hṛṣ √has"	"laugh"	"1"	"pahasati, , hassati, hāsa, hāsakāle"	"310"	"hasa"	"hasane"	"laughing"	"446"	"hasa"	"hasanasmiṃ"	"laughing"	"hasa"	"hasane"	"laughing"	"has e"	"hasane"	"laughing, smiling"	""	"√"
"√haṃs"	""	"･"	"1"	"a"	"rise, elate"	"√hṛṣ"	"be excited"	"1, 4"	"pahaṃsati, sampahaṃsana"	"309"	"haṃsa"	"tuṭṭhiyaṃ"	"being pleased, satisfied"	"457"	"hasa"	"pītiyaṃ"	"being delighted"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√hā 1"	""	"･"	"1"	"a"	"abandon"	"√hā"	"leave"	"3"	"jahati, vihāyati, hitvā, hāni, pahīna"	"327"	"hā"	"cāge"	"giving up"	"604"	"hā"	"cāge"	"giving up, abandoning"	"hā"	"cāge"	"abandoning"	"o hā k"	"tyāge"	"abandoning, forsaking"	""	"√"
"√hā 2"	""	"･"	"3"	"ya"	"decrease"	"√hā"	"leave"	"1, 3"	"hāyati, hāni, saṃhāni, hīna"	"462"	"hā"	"parihāne"	"decreasing, dwindling"	"700"	"hā"	"hāne"	"decrease, diminution"	"hā"	"parihāniyaṃ"	"loss, decrease"	"-"	"-"	"-"	""	"√"
"√hi 1"	""	"･"	"4"	"ṇā"	"send"	"√hi"	"impel"	"1, 5"	"pahiṇāti, pahiṇana"	"-"	"-"	"-"	"-"	"713"	"hi"	"gatimhi"	"going"	"hi"	"<b>gati</b>-buddhīsu upatāpe ca"	"going, knowing and vexation, tormenting"	"hi"	"gatau vṛddhau ca"	"going and cutting off"	""	"√"
"√hi 2"	""	"×"	"7"	"o"	"impel"	"√hi"	"impel"	"1, 5"	"hetu"	"525"	"hi"	"gatiyaṃ"	"going"	"713"	"hi"	"gatimhi"	"going"	"hi"	"<b>gati</b>-buddhīsu upatāpe ca"	"going, knowing and vexation, tormenting"	"hi"	"gatau vṛddhau ca"	"going and cutting off"	""	"√"
