id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
12408	masc	ārambha 1.2	√rabh 1	ā √rabh	mental activity; karmic action; intentional behaviour; lit. beginning			умственная активность; кармическое действие; намеренное поведение; досл. начало			
12412	pr	ārambhati 1.1	√rabh 1	ā √rabh	begins; starts; initiates; undertakes; rouses oneself	начинает; приступает; пробуждает усилие; поднимается					
36505	pr	nārabhati	√rabh 1	ā √rabh	(of energy) does not arouse; does not exert			(о энергии) не возбуждает; не напрягает			
38045	adj	nirārambha 2.1	√rabh 1	ā √rabh	without effort; without undertaking			безусильный; бездействующий			
68799	masc	viyārabbha	√rabh 1	vi ā √rabh	effort; striving; endeavouring; activity; (comm) striving to make merit			усилие; стремление; старание; активность; (комм) стремление к заслугам			
59773	pp	samāraddha 1.1	√rabh 1	saṃ ā √rabh	employed together; all engaged	работающий вместе; вовлеченный вместе					
59774	pp	samāraddha 1.2	√rabh 1	saṃ ā √rabh	engaged; confronted; lit. began			вовлеченный; столкнувшийся; досл. начавшийся			
59775	pp	samāraddha 1.3	√rabh 1	saṃ ā √rabh	initiated; begun; undertaken			инициированный; начатый; предпринятый			
59778	pr	samārabhati 1.1	√rabh 1	saṃ ā √rabh	engages; confronts; lit. begins			вовлекается; противостоит; досл. начинает			
59783	masc	samārabhitar	√rabh 1	saṃ ā √rabh	who engages; who confronts			кто занимается; кто противостоит			
59785	masc	samārambha 1.1	√rabh 1	saṃ ā √rabh	initiative; undertaking; activity	инициатива; предприятие; активность					
64444	adj	susamāraddha	√rabh 1	saṃ ā √rabh	resolutely undertaken; fully engaged with; energetically taken up; (comm) firmly held up	решительно предпринятый; за который твердо взялся; к которому энергично приступил					
71553	pr	samārambhati	√rabh 1	saṃ ā √rabh	initiates; undertakes; commences; lit. begins together			инициирует; предпринимает; начинает; досл. начинает вместе			
71554	pr	samārabbhati	√rabh 1	saṃ ā √rabh	initiates; undertakes; commences			начинает; предпринимает; приступает			
78356	adj	samārambha 1.2	√rabh 1	saṃ ā √rabh	having initiatives; with undertakings; having activities			имеющий инициативы; с начинаниями; с деятельностью			
732	prp	aghaṭṭayanta	√ghaṭṭ 1	√ghaṭṭ	not colliding; not conflicting; not clashing; not offending			не сталкивающийся; не конфликтующий; не столкновенный; не оскорбляющий			
25477	adj	ghaṭṭa	√ghaṭṭ 1	√ghaṭṭ	knocking against; bumping			ударяющийся; сталкивающийся			
25478	nt	ghaṭṭana 1	√ghaṭṭ 1	√ghaṭṭ	conflicting; clashing; attacking; lit. striking	столкновение; конфликт; атака	нанесение удара				
25479	nt	ghaṭṭana 2	√ghaṭṭ 1	√ghaṭṭ	insulting; lit. striking			оскорбление; досл. ударение			
25480	nt	ghaṭṭana 3	√ghaṭṭ 1	√ghaṭṭ	striking; knocking; impinging; contacting			удар; стук; столкновение; контакт			
25481	pr	ghaṭṭayati	√ghaṭṭ 1	√ghaṭṭ	conflicts; clashes; collides; offends			конфликтует; сталкивается; сталкивается; оскорбляет			
25482	prp	ghaṭṭayanta	√ghaṭṭ 1	√ghaṭṭ	colliding; conflicting; clashing; offending	сталкивающийся; конфликтующий; обижающий					
25485	prp	ghaṭṭāpenta	√ghaṭṭ 1	√ghaṭṭ	massaging; rubbing; lit. causing to hit			массирующий; натирающий; досл. заставляющий ударять			
25486	pp	ghaṭṭita 1	√ghaṭṭ 1	√ghaṭṭ	hit; struck; knocked			ударенный; пораженный; сбитый			
25487	pp	ghaṭṭita 2	√ghaṭṭ 1	√ghaṭṭ	disturbed; agitated; lit. hit			потревоженный; взволнованный; досл. ударенный			
25491	prp	ghaṭṭiyamāna	√ghaṭṭ 1	√ghaṭṭ	being injured (by)			травмируемый (кем-либо)			
25493	pr	ghaṭṭeti 2.1	√ghaṭṭ 1	√ghaṭṭ	disturbs; agitates; lit. hits			беспокоит; волнует; досл. ударяет			
25494	pr	ghaṭṭeti 2.2	√ghaṭṭ 1	√ghaṭṭ	rubs against; thrusts (on); lit. hits			трется, втыкает (на); досл. ударяет			
25500	aor	ghaṭṭesi 1	√ghaṭṭ 1	√ghaṭṭ	nudged; knocked; struck; hit			толкнул; ударил; стукнул; сбил			
78207	aor	ghaṭṭesi 2	√ghaṭṭ 1	√ghaṭṭ	hurt; injured			повредил; ранил			
57004	masc	saṅghaṭṭa	√ghaṭṭ 1	saṃ √ghaṭṭ	friction (of); rubbing together (of); striking together (of)	трение; трение вместе; удар вместе					
57005	nt	saṅghaṭṭana	√ghaṭṭ 1	saṃ √ghaṭṭ	knocking together; rubbing together; lit. hitting together			столкновение; трение; досл. ударение вместе			
57007	prp	saṅghaṭṭenta	√ghaṭṭ 1	saṃ √ghaṭṭ	knocking together; rubbing together; colliding; smashing			сбивающий вместе; трущийся друг о друга; сталкивающийся; разбивающий			
57009	masc	saṅghatta	√ghaṭṭ 1	saṃ √ghaṭṭ	friction (of); rubbing together (of); striking together (of)			трение (о); растирание (о); ударение (о)			
74714	prp	saṅghaṭṭayanta	√ghaṭṭ 1	saṃ √ghaṭṭ	knocking together; clashing together; clanging together			стукающийся; сталкивающийся; звенящийся вместе			
78851	prp	asaṅghaṭṭenta	√ghaṭṭ 1	saṃ √ghaṭṭ	not knocking against; not rubbing together			не сталкивающийся; не трущийся			
872	adj	acavana	√cu	√cu	not passing away; not falling away	не покидающий; не ускользающий					
1002	pp	accuta 1	√cu	√cu	everlasting; eternal; stable; epithet of Nibbāna; lit. not fallen	вечный; бесконечный; постоянный; эпитет Ниббаны	не исчезающий				
1004	masc	accuta 3	√cu	√cu	name of a privately awakened Buddha; lit. not fallen			имя самостоятельно пробудившегося Будды; досл. не упавший			
1006	masc	accutā	√cu	√cu	name of a group of deities; lit. not fallen			название группы божеств; досл. не упавшие			
26349	pr	cavati 1	√cu	√cu	moves; shifts; falls away (from)			двигается; перемещается; падает (от)			
26350	pr	cavati 2	√cu	√cu	passes away; dies	умирает; уходит из жизни					
26351	nt	cavana 1	√cu	√cu	passing away; falling away; lit. causing to fall			уход, падение			
26352	nt	cavana 2	√cu	√cu	dying; lit. causing to fall			умирание; досл. падение			
26354	fem	cavanatā	√cu	√cu	falling away; passing away; lit. causing to fall state	покидание; исчезновение	состояние ухода				
26360	prp	cavamāna	√cu	√cu	falling away; dying	покидающий; умирающий; исчезающий					
26361	aor	cavi 1	√cu	√cu	fell (from); died			упал; умер			
