Pali Word;Source ID;Pali Sentence;English Translation
mūlāyapaṭikassanārahassa;pli-tv-kd9:6.2.12;mūlāyapaṭikassanārahassa mānattaṃ deti … ;gives the trial period to one deserving to be sent back to the beginning, 
mūlāyapaṭikassanārahaṃ;pli-tv-kd9:6.4.14;mūlāyapaṭikassanārahaṃ mūlāya paṭikassati … ;sends back to the beginning one deserving to be sent back to the beginning, 
upasampadārahaṃ;pli-tv-kd9:6.4.17;upasampadārahaṃ upasampādeti, dhammakammaṃ nu kho taṃ, bhante, vinayakammanti? ;or gives full ordination to one deserving full ordination, is that a legitimate procedure, in accordance with the Monastic Law? 
sativinayārahaṃ;pli-tv-kd9:6.9.11;sativinayārahaṃ mūlāya paṭikassati … ;sends back to the beginning one deserving resolution through recollection, 
amūḷhavinayārahaṃ;pli-tv-kd9:6.9.24;amūḷhavinayārahaṃ mūlāya paṭikassati … ;sends back to the beginning one deserving resolution because of past insanity, 
upasampadārahassa;pli-tv-kd9:6.9.40;upasampadārahassa sativinayaṃ deti, evaṃ kho, bhikkhave, adhammakammaṃ hoti avinayakammaṃ. ;or applies resolution through recollection to one deserving full ordination, that procedure is illegitimate, contrary to the Monastic Law, 
upālipucchābhāṇavāro;pli-tv-kd9:6.9.54;Upālipucchābhāṇavāro niṭṭhito dutiyo. ;The second section for recitation on Upāli’s questions is finished. 
tajjanīyakammakathā;pli-tv-kd9:7.1.0;9. Tajjanīyakammakathā ;9. Discussion of the legal procedure of condemnation 
niyassakammakathā;pli-tv-kd9:7.6.0;10. Niyassakammakathā ;10. Discussion of the legal procedure of demotion 
pabbājanīyakammakathā;pli-tv-kd9:7.7.0;11. Pabbājanīyakammakathā ;11. Discussion of the legal procedure of banishment 
paṭisāraṇīyakammakathā;pli-tv-kd9:7.8.0;12. Paṭisāraṇīyakammakathā ;12. Discussion of the legal procedure of reconciliation 
paṭisāraṇīyakammakato;pli-tv-kd9:7.8.9;‘ayaṃ kho, āvuso, bhikkhu saṅghena paṭisāraṇīyakammakato adhammena vaggehi. ;‘The Sangha did a legal procedure of reconciliation against this monk—illegitimately and with an incomplete assembly. 
ukkhepanīyakammakato;pli-tv-kd9:7.9.9;‘ayaṃ kho, āvuso, bhikkhu saṅghena āpattiyā adassane ukkhepanīyakammakato adhammena vaggehi. ;‘The Sangha did a legal procedure of ejection against this monk for not recognizing an offense—illegitimately and with an incomplete assembly. 
tajjanīyakammapaṭippassaddhikathā;pli-tv-kd9:7.12.0;16. Tajjanīyakammapaṭippassaddhikathā ;16. Discussion of the lifting of the legal procedure of condemnation 
niyassakammapaṭippassaddhikathā;pli-tv-kd9:7.14.0;17. Niyassakammapaṭippassaddhikathā ;17. Discussion of the lifting of the legal procedure of demotion 
pabbājanīyakammapaṭippassaddhikathā;pli-tv-kd9:7.14.17.0;18. Pabbājanīyakammapaṭippassaddhikathā ;18. Discussion of the lifting of the legal procedure of banishment 
paṭisāraṇīyakammapaṭippassaddhikathā;pli-tv-kd9:7.14.33.0;19. Paṭisāraṇīyakammapaṭippassaddhikathā ;19. Discussion of the lifting of the legal procedure of reconciliation 
tajjanīyakammavivādakathā;pli-tv-kd9:7.15.0;23. Tajjanīyakammavivādakathā ;23. Discussion of disputes on the legal procedure of condemnation 
niyassakammavivādakathā;pli-tv-kd9:7.17.0;24. Niyassakammavivādakathā ;24. Discussion of disputes on the legal procedure of demotion 
pabbājanīyakammavivādakathā;pli-tv-kd9:7.18.0;25. Pabbājanīyakammavivādakathā ;25. Discussion of disputes on the legal procedure of banishment 
paṭisāraṇīyakammavivādakathā;pli-tv-kd9:7.18.17.0;26. Paṭisāraṇīyakammavivādakathā ;26. Discussion of disputes on the legal procedure of reconciliation 
vāsabhagāmake;pli-tv-kd9:7.20.101;"vatthu vāsabhagāmake; ";"The account of the village of Vāsabha; "
āgantukānamussukkaṃ;pli-tv-kd9:7.20.102;Āgantukānamussukkaṃ, ;Helping the newly arrived, 
jinasantike;pli-tv-kd9:7.20.107;sāgamā jinasantike. ;He went to the Victor. 
vaggakammañca;pli-tv-kd9:7.20.110;Dhammena vaggakammañca, ;And legitimate legal procedures with incomplete assembly, 
ukkhipatekakaṃ;pli-tv-kd9:7.20.113;"eko ukkhipatekakaṃ; ";"One person ejects another; "
ukkhipatekako;pli-tv-kd9:7.20.115;saṅghaṃ ukkhipatekako. ;One ejects a sangha. 
sabbaññupavaro;pli-tv-kd9:7.20.118;Sabbaññupavaro sutvā, ;The Excellent Omniscient One having heard, 
aṭṭhānārahikaṃ;pli-tv-kd9:7.20.127;kuppaṃ aṭṭhānārahikaṃ. ;Reversible, unfit to stand. 
parovīsativaggo;pli-tv-kd9:7.20.134;Parovīsativaggo ca, ;And a group of more than twenty, 
abbhānakammena;pli-tv-kd9:7.20.138;Abbhānakammena saha, ;Together with the procedure of rehabilitation, 
majjhadesūpasampadaṃ;pli-tv-kd9:7.20.141;"majjhadesūpasampadaṃ; ";"Ordination in the Middle Country; "
pañcavaggiko;pli-tv-kd9:7.20.142;Abbhānaṃ pañcavaggiko, ;Rehabilitation, a group of five, 
abbhānekaṃ;pli-tv-kd9:7.20.144;Abbhānekaṃ ṭhapetvāna, ;Apart from rehabilitation, 
sabbakammakaro;pli-tv-kd9:7.20.146;Sabbakammakaro saṅgho, ;A sangha that does all procedures, 
paccakkhātantimavatthū;pli-tv-kd9:7.20.150;Paccakkhātantimavatthū, ;Who has renounced, the worst kind of offense, 
ukkhittāpattidassane;pli-tv-kd9:7.20.151;ukkhittāpattidassane. ;Ejected for not seeing an offense. 
bhikkhunīdūsi;pli-tv-kd9:7.20.156;Arahaṃ bhikkhunīdūsi, ;A perfected one, a rapist of a nun, 
lohituppādaṃ;pli-tv-kd9:7.20.157;"bhedakaṃ lohituppādaṃ; ";"A schismatic, a shedder of blood; "
nānāsaṃvāsaṃ;pli-tv-kd9:7.20.158;Byañjanaṃ nānāsaṃvāsaṃ, ;A hermaphrodite, a different Buddhist sect, 
hontete;pli-tv-kd9:7.20.161;"hontete catuvīsati; ";"These twenty-four are; "
mānattamabbheyya;pli-tv-kd9:7.20.166;Mūlā mānattamabbheyya, ;Or send to the beginning, give trial, rehabilitate, 
arahamānattā;pli-tv-kd9:7.20.168;Mūlā arahamānattā, ;One deserving sending back, deserving trial, on trial, 
abbhānārahameva;pli-tv-kd9:7.20.169;"abbhānārahameva ca; ";"And even deserving rehabilitation; "
paccakkhantimaummattā;pli-tv-kd9:7.20.174;Paccakkhantimaummattā, ;Who has renounced, the worst kind, insane, 
khittāvedanadassane;pli-tv-kd9:7.20.175;khittāvedanadassane. ;Deranged, pain, for not seeing. 
diyaḍḍhagāthāhi;pli-tv-kd9:7.20.177;"paṇḍakāpi ca byañjanā; ";"And also a <i lang='pi' translate='no'>paṇḍaka</i>, hermaphrodite; "
abhabbapuggalā;pli-tv-kd9:7.20.177;"paṇḍakāpi ca byañjanā; ";"And also a <i lang='pi' translate='no'>paṇḍaka</i>, hermaphrodite; "
aṭṭhārasannametesaṃ;pli-tv-kd9:7.20.180;Aṭṭhārasannametesaṃ, ;Of these eighteen, 
dunnisārito;pli-tv-kd9:7.20.184;Suddhassa dunnisārito, ;For one who is pure, the sending away fails, 
theyyasaṃvāso;pli-tv-kd9:7.20.186;Paṇḍako theyyasaṃvāso, ;The <i lang='pi' translate='no'>paṇḍaka</i>, living together by theft, 
ubhatobyañjano;pli-tv-kd9:7.20.191;ubhatobyañjano ca yo. ;And one who is a hermaphrodite. 
aḷakaṇḍaraṃ;pli-tv-kd9:7.20.196;Aṅguli aḷakaṇḍaraṃ, ;Finger, thumb, tendon, 
lakkhaṇakasā;pli-tv-kd9:7.20.198;Gaṇḍī lakkhaṇakasā ca, ;Goiter, branded, and whipped, 
parisakāṇo;pli-tv-kd9:7.20.200;Pāpā parisakāṇo ca, ;Serious, abnormal, and blind in one eye, 
iriyāpathadubbalo;pli-tv-kd9:7.20.202;Iriyāpathadubbalo, ;Crippled, weak, 
andhamūgandhabadhiro;pli-tv-kd9:7.20.204;Andhamūgandhabadhiro, ;Blind and mute, blind and deaf, 
dvattiṃsete;pli-tv-kd9:7.20.207;dvattiṃsete anūnakā. ;Thirty-two exactly. 
nānuvattantaṃ;pli-tv-kd9:7.20.216;Āpannaṃ nānuvattantaṃ, ;If committed and not acting properly, 
sudhammikā;pli-tv-kd9:7.20.217;"satta kammā sudhammikā; ";"Seven procedures are legitimate; "
amūḷhapāpikā;pli-tv-kd9:7.20.220;Sati amūḷhapāpikā, ;Recollection, insanity, penalty, 
tajjanīniyassena;pli-tv-kd9:7.20.221;"tajjanīniyassena ca; ";"Condemnation, and with demotion; "
paṭisāro;pli-tv-kd9:7.20.222;Pabbājanīya paṭisāro, ;Banishment, reconciliation, 
ukkhepaparivāsa;pli-tv-kd9:7.20.223;ukkhepaparivāsa ca. ;Ejection, and probation. 
mānattaabbhānā;pli-tv-kd9:7.20.224;Mūlā mānattaabbhānā, ;Beginning, trial, rehabilitation, 
soḷasete;pli-tv-kd9:7.20.227;soḷasete adhammikā. ;These sixteen are illegitimate. 
tammūlakaṃ;pli-tv-kd9:7.20.232;Dve dve tammūlakaṃ tassa, ;Two and two having that basis, 
dodotamūlakantassa;pli-tv-kd9:7.20.232;Dve dve tammūlakaṃ tassa, ;Two and two having that basis, 
ekekamūlakaṃ;pli-tv-kd9:7.20.234;Ekekamūlakaṃ cakkaṃ, ;The permutation with a one-by-one basis, 
jinobravi;pli-tv-kd9:7.20.235;adhammanti jinobravi. ;‘Illegitimate’, said the Victor. 
tatthādhammena;pli-tv-kd9:7.20.240;Tatthādhammena samaggā, ;There unanimous assembly with illegitimate, 
vaggādhammena;pli-tv-kd9:7.20.242;Aññattha vaggādhammena, ;Another incomplete assembly with legitimate, 
adassanāppaṭikamme;pli-tv-kd9:7.20.256;Adassanāppaṭikamme, ;In not recognizing, in not making amends, 
nayakammānaṃ;pli-tv-kd9:7.20.260;Upari nayakammānaṃ, ;With regard to the procedures that have a method, 
upavinayakammānaṃ;pli-tv-kd9:7.20.260;Upari nayakammānaṃ, ;With regard to the procedures that have a method, 
kammanayena;pli-tv-kd9:7.20.265;"heṭṭhā kammanayena ca; ";"And in accordance with the method for the procedure as above; "
punakātabbakanti;pli-tv-kd9:7.20.269;"punakātabbakanti ca; ";"And to be done again; "
vipattibyādhite;pli-tv-kd9:7.20.272;Vipattibyādhite disvā, ;Having seen those afflicted by the disease of failure, 
paṭippassaddhimakkhāsi;pli-tv-kd9:7.20.274;Paṭippassaddhimakkhāsi, ;The Great Sage declared the lifting, 
kosambakakkhandhako;pli-tv-kd10:6.3.42;Kosambakakkhandhako dasamo. ;The tenth chapter on those from Kosambī is finished. 
kosambakavivādakathā;pli-tv-kd10:0.4;1. Kosambakavivādakathā ;1. The account of the dispute at Kosambī 
āpattidiṭṭhi;pli-tv-kd10:1.1.3;"So tassā āpattiyā āpattidiṭṭhi hoti; ";He regarded it as an offense, 
āpattidiṭṭhī;pli-tv-kd10:1.1.3;"So tassā āpattiyā āpattidiṭṭhi hoti; ";He regarded it as an offense, 
anāpattidiṭṭhino;pli-tv-kd10:1.1.4;aññe bhikkhū tassā āpattiyā anāpattidiṭṭhino honti. ;but there were other monks who did not. 
āpattidiṭṭhino;pli-tv-kd10:1.1.6;aññe bhikkhū tassā āpattiyā āpattidiṭṭhino honti. ;but there were other monks who did. 
anuvattiṃsu;pli-tv-kd10:1.3.12;Evampi kho te ukkhittānuvattakā bhikkhū ukkhepakehi bhikkhūhi vuccamānā tatheva taṃ ukkhittakaṃ bhikkhuṃ anuvattiṃsu anuparivāresuṃ. ;But they still sided with him. 
anāpattidiṭṭhi;pli-tv-kd10:1.1.5;"So aparena samayena tassā āpattiyā anāpattidiṭṭhi hoti; ";Some time later he no longer regarded it as an offense, 
saṅghavavatthānaṃ;pli-tv-kd10:1.6.4;Sace mayaṃ imaṃ bhikkhuṃ āpattiyā adassane ukkhipissāma, na mayaṃ iminā bhikkhunā saddhiṃ uposathaṃ karissāma, vinā iminā bhikkhunā uposathaṃ karissāma, bhavissati saṅghassa tatonidānaṃ bhaṇḍanaṃ kalaho viggaho vivādo saṅghabhedo saṅgharāji saṅghavavatthānaṃ saṅghanānākaraṇan’ti, bhedagarukehi, bhikkhave, bhikkhūhi na so bhikkhu āpattiyā adassane ukkhipitabbo. ;"If we eject him for not recognizing an offense, we won’t be to able do the observance-day ceremony with him. Because of this, there’ll be arguments and disputes in the Sangha; there’ll be schism, fracture, and separation in the Sangha,’ and if they understand the gravity of schism, they shouldn’t eject that monk. "
bhedagarukehi;pli-tv-kd10:1.6.4;Sace mayaṃ imaṃ bhikkhuṃ āpattiyā adassane ukkhipissāma, na mayaṃ iminā bhikkhunā saddhiṃ uposathaṃ karissāma, vinā iminā bhikkhunā uposathaṃ karissāma, bhavissati saṅghassa tatonidānaṃ bhaṇḍanaṃ kalaho viggaho vivādo saṅghabhedo saṅgharāji saṅghavavatthānaṃ saṅghanānākaraṇan’ti, bhedagarukehi, bhikkhave, bhikkhūhi na so bhikkhu āpattiyā adassane ukkhipitabbo. ;"If we eject him for not recognizing an offense, we won’t be to able do the observance-day ceremony with him. Because of this, there’ll be arguments and disputes in the Sangha; there’ll be schism, fracture, and separation in the Sangha,’ and if they understand the gravity of schism, they shouldn’t eject that monk. "
paṭikātabbaṃ;pli-tv-kd10:1.8.2;mā kho tumhe, bhikkhave, āpattiṃ āpajjitvā ‘nāmha āpannā, nāmha āpannā’ti āpattiṃ na paṭikātabbaṃ maññittha. ;If you’ve committed an offense, don’t refuse to make amends for it just because you think that you haven’t committed it. 
bhedagarukena;pli-tv-kd10:1.8.6;Sace maṃ ime bhikkhū āpattiyā adassane ukkhipissanti, na mayā saddhiṃ uposathaṃ karissanti, vinā mayā uposathaṃ karissanti, bhavissati saṅghassa tatonidānaṃ bhaṇḍanaṃ kalaho viggaho vivādo saṅghabhedo saṅgharāji saṅghavavatthānaṃ saṅghanānākaraṇan’ti, bhedagarukena, bhikkhave, bhikkhunā paresampi saddhāya āpatti desetabbā. ;"And if these monks eject me for not recognizing an offense, they won’t be able do the observance-day ceremony with me. Because of this, there’ll be arguments and disputes in the Sangha; there’ll be schism, fracture, and separation in the Sangha,’ and if he understands the gravity of schism, he should confess the offense even out of confidence in the others. "
nānāsaṃvāsakabhūmiyo;pli-tv-kd10:1.10.2;Dvemā, bhikkhu, nānāsaṃvāsakabhūmiyo—;There are these two grounds for belonging to a different Buddhist sect. 
samānasaṃvāsakabhūmiyo;pli-tv-kd10:1.10.5;Dvemā, bhikkhu, samānasaṃvāsakabhūmiyo—;And there are these two grounds for belonging to the same Buddhist sect. 
hatthaparāmāsaṃ;pli-tv-kd10:2.1.1;Tena kho pana samayena bhikkhū bhattagge antaraghare bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṃ ananulomikaṃ kāyakammaṃ vacīkammaṃ upadaṃsenti, hatthaparāmāsaṃ karonti. ;At this time the monks were arguing and disputing in the dining halls in inhabited areas, behaving improperly by body and speech, such as grabbing one another. 
adhammīyamāne;pli-tv-kd10:2.1.12;bhinne, bhikkhave, saṅghe adhammiyāyamāne asammodikāya vattamānāya ‘ettāvatā na aññamaññaṃ ananulomikaṃ kāyakammaṃ vacīkammaṃ upadaṃsessāma, hatthaparāmāsaṃ karissāmā’ti—;When the Sangha is divided and the monks are behaving contrary to the Teaching and are not on friendly terms, 
asammodikāya;pli-tv-kd10:2.1.12;bhinne, bhikkhave, saṅghe adhammiyāyamāne asammodikāya vattamānāya ‘ettāvatā na aññamaññaṃ ananulomikaṃ kāyakammaṃ vacīkammaṃ upadaṃsessāma, hatthaparāmāsaṃ karissāmā’ti—;When the Sangha is divided and the monks are behaving contrary to the Teaching and are not on friendly terms, 
dhammiyāyamāne;pli-tv-kd10:2.1.14;Bhinne, bhikkhave, saṅghe dhammiyāyamāne sammodikāya vattamānāya āsanantarikāya nisīditabbanti. ;When the Sangha is divided, but the monks are behaving in accordance with the Teaching and are on friendly terms, they should sit down one seat apart. 
dīghāvuvatthu;pli-tv-kd10:2.3.0;2. Dīghāvuvatthu ;2. The account of Dīghāvu 
vajirabuddhiṭīkā;pli-tv-kd10:2.3.2;bhūtapubbaṃ, bhikkhave, bārāṇasiyaṃ brahmadatto nāma kāsirājā ahosi aḍḍho mahaddhano mahābhogo mahabbalo mahāvāhano mahāvijito paripuṇṇakosakoṭṭhāgāro. ;At one time in Benares, monks, there was a king of Kāsi called Brahmadatta. He was rich and powerful, had many vehicles and transport animals, and possessed a large kingdom and much wealth. 
mahāvāhano;pli-tv-kd10:2.3.2;bhūtapubbaṃ, bhikkhave, bārāṇasiyaṃ brahmadatto nāma kāsirājā ahosi aḍḍho mahaddhano mahābhogo mahabbalo mahāvāhano mahāvijito paripuṇṇakosakoṭṭhāgāro. ;At one time in Benares, monks, there was a king of Kāsi called Brahmadatta. He was rich and powerful, had many vehicles and transport animals, and possessed a large kingdom and much wealth. 
kosalarājā;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
appadhano;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
appabalo;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
appavāhano;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
appavijito;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
aparipuṇṇakosakoṭṭhāgāro;pli-tv-kd10:2.3.3;Dīghīti nāma kosalarājā ahosi daliddo appadhano appabhogo appabalo appavāhano appavijito aparipuṇṇakosakoṭṭhāgāro. ;Then there was Dīghīti, the king of Kosala, who was poor and had little power, who had few vehicles and transport animals, and who possessed only a small kingdom and little wealth. 
