id	field1	value1	field2	value2	field3	value3	comment	feedback	approved	checked	deva_comment
43138	source_2	SN43.44	sutta_2	asaṅkhatasaṃyuttaṃ, parāyanasuttaṃ	example_2	ayaṃ vuccati, bhikkhave, <b>parāyana</b>gāmimaggo. iti kho, bhikkhave, desitaṃ vo mayā <b>parāyanaṃ</b>, desito <b>parāyana</b>gāmimaggo.	missing		yes		
43140	source_1	SN43.44	sutta_1	asaṅkhatasaṃyuttaṃ, parāyanasuttaṃ	example_1	ayaṃ vuccati, bhikkhave, <b>parāyanagāmimaggo</b>. iti kho, bhikkhave, desitaṃ vo mayā parāyanaṃ, desito <b>parāyanagāmimaggo</b>.	missing		yes		
43140	compound_type	kammadhāraya	compound_construction	parāyanagāmī + magga			missing		yes		
43140	sanskrit	parāyaṇa + gāmin + mārga					missing		yes		
43141	source_1	SN43.44	sutta_1	asaṅkhatasaṃyuttaṃ, parāyanasuttaṃ	example_1	ayaṃ vuccati, bhikkhave, <b>parāyanagāmi</b>maggo. iti kho, bhikkhave, desitaṃ vo mayā parāyanaṃ, desito <b>parāyanagāmi</b>maggo.	missing		yes		
43141	sanskrit	parāyaṇa + gāmin					missing		yes		
55946	source_2	SN43.14-43	sutta_2	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_2	taṃ suṇātha. katamañ'ca, bhikkhave, <b>leṇaṃ</b> … tāṇañ'ca vo, bhikkhave, desessāmi tāṇagāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
63064	meaning_1	safe place; epitet of Nibbāna					missing		yes		
63064	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṃ suṇātha. katamañ'ca, bhikkhave, <b>sivaṃ</b> … khemañ'ca vo, bhikkhave, desessāmi khemagāmiñ'ca maggaṃ. taṃ suṇātha.	missing		yes		
63064	family_set	epithets of Nibbāna					missing		yes		
4055	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	anāsavañ'ca vo, bhikkhave, desessāmi <b>anāsavagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4055	sanskrit	anāsrava + gāmin					missing		yes		
6494	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	apalokitañ'ca vo, bhikkhave, desessāmi <b>apalokitagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
6494	sanskrit	avalokita + gāmin					missing		yes		
37408	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	nipuṇañ'ca vo, bhikkhave, desessāmi <b>nipuṇagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
37408	sanskrit	nipuṇa (bsk) + gāmin					missing		yes		
61005	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṃ suṇātha. katamañ'ca, bhikkhave, tāṇaṃ … saraṇañ'ca vo, bhikkhave, desessāmi <b>saraṇagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
61005	sanskrit	saraṇa + gāmin					missing		yes		
1049	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	acchariyañ'ca vo, bhikkhave, desessāmi <b>acchariyagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
68873	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	virāgañ'ca vo, bhikkhave, desessāmi <b>virāgagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
68873	sanskrit	virāga + gāmin					missing		yes		
58162	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	santañ'ca vo, bhikkhave, desessāmi <b>santagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
58162	sanskrit	śānta + gāmin					missing		yes		
37420	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	nippapañcañ'ca vo, bhikkhave, desessāmi <b>nippapañcagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
37420	sanskrit	niṣprapañca + gāmin					missing		yes		
4299	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	anītikadhammañ'ca vo, bhikkhave, desessāmi <b>anītikadhammagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4299	sanskrit	anīti + dharma + gāmin					missing		yes		
7337	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	abbhutañ'ca vo, bhikkhave, desessāmi <b>abbhutagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
32802	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	dīpañ'ca vo, bhikkhave, desessāmi <b>dīpagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
32802	sanskrit	dīpa + gāmin					missing		yes		
29353	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	taṇhākkhayañ'ca vo, bhikkhave, desessāmi <b>taṇhākkhayagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
29353	sanskrit	tṛṣṇākṣaya + gāmin					missing		yes		
57127	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	saccañ'ca vo, bhikkhave, desessāmi <b>saccagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
57127	sanskrit	satya + gāmin					missing		yes		
41569	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	paṇītañ'ca vo, bhikkhave, desessāmi <b>paṇītagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
41569	sanskrit	praṇīta + gāmin					missing		yes		
4038	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	anālayañ'ca vo, bhikkhave, desessāmi <b>anālayagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4038	sanskrit	anālayana + gāmin					missing		yes		
45735	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	pārañ'ca vo, bhikkhave, desessāmi <b>pāragāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4195	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	anidassanañ'ca vo, bhikkhave, desessāmi <b>anidassanagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4195	sanskrit	anidarśana + gāmin					missing		yes		
30250	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	tāṇañ'ca vo, bhikkhave, desessāmi <b>tāṇagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
30250	sanskrit	trāṇa + gāmin					missing		yes		
35235	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	dhuvañ'ca vo, bhikkhave, desessāmi <b>dhuvagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
35235	sanskrit	dhruva + gāmin					missing		yes		
55947	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	leṇañ'ca vo, bhikkhave, desessāmi <b>leṇagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
55947	sanskrit	layana + gāmin					missing		yes		
63895	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	sududdasañ'ca vo, bhikkhave, desessāmi <b>sududdasagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
63895	sanskrit	sudurdarśa + gāmin					missing		yes		
63068	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	sivañ'ca vo, bhikkhave, desessāmi <b>sivagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
63068	sanskrit	śiva + gāmin					missing		yes		
52944	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	muttiñ'ca vo, bhikkhave, desessāmi <b>muttigāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
52944	sanskrit	mukti + gāmin					missing		yes		
4297	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	anītikañ'ca vo, bhikkhave, desessāmi <b>anītikagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
4297	sanskrit	anīti + gāmin					missing		yes		
8457	source_2	SN43.14-43	sutta_2	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_2	amatañ'ca vo, bhikkhave, desessāmi <b>amatagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
1127	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	ajajjarañ'ca vo, bhikkhave, desessāmi <b>ajajjaragāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
1127	sanskrit	na + jarjara + gāmin					missing		yes		
7416	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	abyāpajjhañ'ca vo, bhikkhave, desessāmi <b>abyāpajjhagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
7416	sanskrit	avyābadhya + gāmin					missing		yes		
23928	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	khemañ'ca vo, bhikkhave, desessāmi <b>khemagāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
23928	sanskrit	kṣema + gāmin					missing		yes		
63965	source_1	SN43.14-43	sutta_1	asaṅkhatasaṃyuttaṃ, anāsavādisuttaṃ	example_1	suddhiñ'ca vo, bhikkhave, desessāmi <b>suddhigāmiñ</b>'ca maggaṃ. taṃ suṇātha.	missing		yes		
63965	sanskrit	śuddhi + gāmin					missing		yes		
49018	meaning_1	sublime state; heavenly state; divine dwelling					since it is in notes, no need duplication		yes		
61729	meaning_1	contact (with); connection (with); intimacy (with)					error	this is worth a discuccion. more and more i just put one preposition if they are all the same	no	yes	
15480	trans	trans					missing		yes		
15480	source_1	VIN3.8.203	sutta_1	cīvarakkhandhako, seṭṭhibhariyāvatthu	example_1	mayaṃ kho, ācariya, āgārikā nāma <b>upajānām</b>'etassa saṃyamassa. varam'etaṃ sappi dāsānaṃ vā kammakarānaṃ vā pādabbhañjanaṃ vā padīpakaraṇe vā āsittaṃ.	missing		yes		
15480	construction	upa + jānā + ti					missing		yes		
15480	meaning_1	knows by personal experience; understands for oneself					missing		yes		
15480	root_base	√ñā + nā > jānā					missing		yes		
53195	meaning_1	"this is mine; ""mine"""					missing		yes		
10771	meaning_1	perfectly; absolutely; (comm) having gone deeply with wisdom					missing		yes		
8800	meaning_lit	not making in mind to the source					more lit		yes		
17082	meaning_1	who is foremost; finest example; leader					noun		yes		
50392	meaning_1	cooked food; soft food; staple food					since khādanīya is non-staple food 		yes		
60726	meaning_lit	certain goodness					missing		yes		
60726	compound_type	kammadhāraya	compound_construction	sammatta + niyata			missing		yes		
3716	source_2	DHP2					removing extra 0 from DHP source		yes		
27605	source_2	DHP2					removing extra 0 from DHP source		yes		
46820	source_2	DHP2					removing extra 0 from DHP source		yes		
44403	source_2	DHP6					removing extra 0 from DHP source		yes		
20744	source_2	DHP10					removing extra 0 from DHP source		yes		
29966	source_2	DHP17					removing extra 0 from DHP source		yes		
28633	source_2	DHP24					removing extra 0 from DHP source		yes		
5083	source_2	DHP26					removing extra 0 from DHP source		yes		
53548	source_2	DHP35					removing extra 0 from DHP source		yes		
26616	source_2	DHP40					removing extra 0 from DHP source		yes		
6750	source_1	DHP41					removing extra 0 from DHP source		yes		
41510	source_1	DHP41					removing extra 0 from DHP source		yes		
10184	source_2	DHP83					removing extra 0 from DHP source		yes		
30924	source_1	DHP85					removing extra 0 from DHP source		yes		
5559	source_2	DHP87					removing extra 0 from DHP source		yes		
5563	source_1	DHP87					removing extra 0 from DHP source		yes		
19560	source_2	DHP87					removing extra 0 from DHP source		yes		
63407	source_2	DHP87					removing extra 0 from DHP source		yes		
29623	source_1	DHP88					removing extra 0 from DHP source		yes		
19932	source_2	DHP95					removing extra 0 from DHP source		yes		
58467	source_2	DHP97					removing extra 0 from DHP source		yes		
54664	source_1	DHP99					removing extra 0 from DHP source		yes		
12924	meaning_2	succession; repetition					since it is in lit meaning		yes		
50071	meaning_2	snake; serpent					since it is in lit meaning		yes		
10730	meaning_lit	without waves; without an interval; uninterrupted					moved from meaning 2		yes		
10730	meaning_2	name of one of the great hells					moved to lit		yes		
13569	meaning_2	dowry					moved to lit		yes		
22123	meaning_2	nearby; close by; a stone's throw away					moved to lit		yes		
41539	meaning_lit	causing to bend forward					typo		yes		
41539	meaning_2	opening; turning; stretching out					moved to lit		yes		
44029	meaning_2	penetrating; scrutinizing; fully examining					moved to lit		yes		
55139	meaning_2	refreshing; furthering growth; causing prosperity					moved to lit		yes		
58192	meaning_2	grieves; sorrows					moved to lit		yes		
64156	family_set	32 marks of a great man					missing		yes		
64156	meaning_1	having firmly grounded feet; first of the thirty-two marks of a great man; (comm) with flat feet					missing		yes		
51872	source_1	VIN4.6.162	sutta_1	pilindavaccha vatthu	example_1	evaṃ, devā'ti kho so <b>mah'āmatto</b> rañño māgadhassa seniyassa bimbisārassa paṭissutvā āyasmato pilindavacchassa pañca ārāmikasatāni pādāsi, pāṭiyekko gāmo nivisi	mahā + amatta		yes		
51872	commentary	(VINa) <b>mah'āmattā</b>'ti ṭhān'antarappattā mahāamaccā, te'pi tattha tattha gāme vā nigame vā nisīditvā rājakiccaṃ karonti					mahā + amatta		yes		
51872	source_2	AN4.183	sutta_2	sutasuttaṃ	example_2	ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane kalandakanivāpe. atha kho vassakāro brāhmaṇo magadha<b>mah'āmatto</b> yena bhagavā ten'upasaṅkami	mahā + amatta		yes		
54927	source_1	SN47.8	sutta_1	sūdasuttaṃ	example_1	seyyathā'pi, bhikkhave, bālo abyatto akusalo sūdo rājānaṃ vā <b>rājamah'āmattaṃ</b> vā nānaccayehi sūpehi paccupaṭṭhito assa.	mahā + amatta		yes		
54927	source_2	AN3.51	sutta_2	mahācorasuttaṃ	example_2	kathañ'ca, bhikkhave, mahācoro balavanissito hoti? idha, bhikkhave, mahācoro rājānaṃ vā <b>rājamah'āmattānaṃ</b> vā nissito hoti.	mahā + amatta		yes		
19583	construction	kaṇha + sukka + sappaṭibhāga					typo		yes		
60847	construction	sammā + sambuddha					typo		yes		
60847	compound_type	kammadhāraya	compound_construction	sammā + sambuddha			typo		yes		
15162	source_1	SN47.9	sutta_1	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_1	yassa nūna, ānanda, evam'assa, ahaṃ bhikkhusaṅghaṃ pariharissāmī'ti vā, mam'<b>uddesiko</b> bhikkhusaṅgho'ti vā, so nūna, ānanda, bhikkhusaṅghaṃ ārabbha kiñ'ci'd'eva udāhareyya.	missing		yes		
15162	meaning_1	referring to; meant for; intended for					missing		yes		
76453	source_1	MN107	sutta_1	gaṇakamoggallānasuttaṃ	example_1	seyyathā'pi brāhmaṇa dakkho assa<b>dammako</b> bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne kāraṇaṃ kāreti atha uttariṃ kāraṇaṃ kāreti	missing		yes		
63548	construction	sukha + vihārī					typo		yes		
63548	compound_type	kammadhāraya	compound_construction	sukha + vihārī			typo		yes		
5774	source_2	SN47.9	sutta_2	satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ	example_2	atha kho bhagavato vass'ūpagatassa kharo ābādho uppajji, bāḷhā vedanā vattant māraṇ'<b>antikā</b>.	missing		yes		
8151	source_1	NIDD1.2	sutta_1	duṭṭhaṭṭhakasuttaniddeso	example_1	sabb'ākusala-<b>abhisaṅkhārānaṃ</b> santattā samitattā vūpasamitattā	typo		yes		
8151	source_2	VIBH6.1	sutta_2	suttantabhājanīyaṃ	example_2	tattha katame avijjā-paccayā saṅkhārā? puñña-<b>abhisaṅkhāro</b>, apuñña-<b>abhisaṅkhāro</b>, āneñja-<b>abhisaṅkhāro</b>, kāyasaṅkhāro, vacīsaṅkhāro, cittasaṅkhāro.	typo		yes		
4652	construction	anupaṭṭhita + kāyassati					typo		yes		
4652	compound_type	kammadhāraya	compound_construction	anupaṭṭhita + kāyassati			missing		yes		
77793	source_1	SN12.41	sutta_1	pañcaverabhayasuttaṃ	example_1	yaṃ, gahapati, pāṇ'ātipātī pāṇ'ātipātapaccayā diṭṭha<b>dhammikam</b>'pi bhayaṃ veraṃ pasavati, samparāyikam'pi bhayaṃ veraṃ pasavati, cetasikam'pi dukkhaṃ domanassaṃ paṭisaṃvedayati, pāṇ'ātipātā paṭiviratassa evaṃ taṃ bhayaṃ veraṃ vūpasantaṃ hoti.	missing		yes		
77793	meaning_1	of such nature; of such quality; of such character; connecting (to)					missing		yes		
13088	meaning_1	pulls (towards); tugs (to); incline (towards)					as in antonym		yes		
7519	meaning_lit	not to cause to be					like antonym		yes		
64321	meaning_1	name of the people of Sumbha; Sumbhans					typo		yes		
37091	meaning_1	attained perfection; completed; finished					pp		yes		
52907	meaning_1	sensed; perceived; (or) thought; (comm) smelled, tasted, touched					"dont think that ""or"" in comm"		yes		
10718	meaning_1	intention of not harming; thought of non-cruelty					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
7434	meaning_1	kind intention; good thought					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
60835	meaning_1	correct intention; right volition; proper thought					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
60836	meaning_1	with correct intention; having right volition; with proper thought					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
48856	meaning_1	malevolent intention; malicious wish; thought of ill-ill					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
69735	meaning_1	intention to harm; cruel intention; thought of violence					same as avihiṃsāsaṅkappa or kāmasaṅkappa or nekkhammasaṅkappa considering both meanings of saṅkappa		yes		
56595	notes	see saṅkappa 2					since saṅkappa un comp can have both meanings		yes		
50619	meaning_lit	able to die					not caus		yes		
21496	meaning_1	organic brown colour robe; monk's robe					sg, no?		yes		
37420	meaning_1	leading to the absence of proliferation; going to not forming various opinions					more fitting context		yes		
12479	meaning_1	delightfulness of a park; loveliness of a grove					typos		yes		
60726	meaning_1	with fixed destiny in goodness; with inevitable results from rightness					synonim		yes		
58284	meaning_1	promoting a doctrine of peace; professing peace					more adj		yes		
58284	compound_type	kammadhāraya > bahubbīhi	compound_construction	santi + vāda			missing		yes		
20665	compound_type	kammadhāraya > bahubbīhi	compound_construction	kalyāṇa + mitta			missing		yes		
52579	compound_type	kammadhāraya > bahubbīhi	compound_construction	micchā + ājīva			missing		yes		
20681	compound_type	kammadhāraya > bahubbīhi	compound_construction	kalyāṇa + sahāya			missing		yes		
19583	compound_type	dvanda > bahubbīhi	compound_construction	kaṇhasukka <b>ca</b> sappaṭibhāga <b>ca</b>			missing		yes		
50228	meaning_1	delightfulness of a place; loveliness of an area					typo		yes		
63068	meaning_1	leading to safety; going to the auspicious					fitting siva 3		yes		
1252	phonetic	ae > e					missing		yes		
70952	commentary	(ANa) hadayaṃ gacchati appaṭihaññamānā sukhena cittaṃ pavisatī'ti <b>hadayaṅ'gamā</b>.					duplication		yes		
28084	source_1	SNP47	sutta_1	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	example_1	"yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
<b>jal'ambujaṃ</b> kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto."	'		yes		
9678	source_1	VIN1.1.1	sutta_1	paṭhamapārājikaṃ, santhatabhāṇavāro	example_1	anāpatti ajānantassa, <b>asādiyantassa</b>, ummattakassa, khittacittassa, vedan'āṭṭassa, ādikammikassā'ti.	missing		yes		
9678	family_compound	sādiyanta					missing		yes		
41661	family_compound	paṇṇarasa pañca dasa1					missing		yes		
49625	grammar	sandhi, fut + ind					since the bhavissaṃ has the same example from SN35.248	its an optative in that example	no		
4053	family_set	epithets of Nibbāna					missing		yes		
4053	meaning_1	free from the effluents; taint-less; undefiled; epithet of Nibbāna					missing		yes		
57122	family_set	epithets of Nibbāna					missing		yes		
57122	meaning_1	truth; epithet of Nibbāna					missing		yes		
37406	family_set	epithets of Nibbāna					missing		yes		
37406	meaning_1	fine; subtle; epithet of Nibbāna					missing		yes		
63894	family_set	epithets of Nibbāna					missing		yes		
63894	meaning_1	extremely difficult to see; very difficult to discern; epithet of Nibbāna					missing		yes		
35231	family_set	epithets of Nibbāna					missing		yes		
35231	meaning_1	stable; enduring; permanent; eternal; everlasting; epithet of Nibbāna					missing		yes		
63062	family_set	epithets of Nibbāna					missing		yes		
63062	meaning_1	safe; happy; blessed; auspicious; epithet of Nibbāna					missing		yes		
23921	family_set	epithets of Nibbāna					missing		yes		
23921	meaning_1	safety; security; sanctuary; peace; rest; epithet of Nibbāna					missing		yes		
1044	family_set	epithets of Nibbāna					missing		yes		
1044	meaning_1	wonderful; marvellous; epithet of Nibbāna					missing		yes		
